name,image_url,recipe_keys,recipe_wpp,recipe_cal,recipe_protein,recipe_carbs,recipe_fat,recipe_time,recipe_ratings,num_of_rating,recipe_share_count,recipe_summary
Spinach and Bacon Stuffed Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2012/01/skinny-spinach-and-bacon-stuffed-mushrooms-260x390.jpg,['Gluten Free'],1,34.5,3,3,1.5,45 mins,4.89,9,18545,"Spinach and Bacon Stuffed Mushrooms stuffed with sautéed baby spinach, chopped mushrooms, bacon, bread crumbs and Parmesan cheese – a lighter alternative to traditional stuffed mushrooms yet loaded with tons of flavor!"
Air Fryer Buffalo Chicken Nuggets,https://www.skinnytaste.com/wp-content/uploads/2022/01/Air-Fryer-Buffalo-Chicken-Nuggets-9-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",2,180,27,9.5,3,21 mins,4.94,31,5982,"Crispy, spicy Air Fryer Buffalo Chicken Nuggets are perfect for the big game or enjoy them for lunch, or dinner."
Cream Cheese-Filled Almond Flour Banana Muffins (Gluten-Free),https://www.skinnytaste.com/wp-content/uploads/2022/01/Almond-Flour-Banana-Cream-Cheese-Muffins-8-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",5,149,5,13.5,8.5,1 hr,5,33,11195,"If you love banana bread, you love these grain free Cream Cheese-Filled Almond Flour Banana Muffins for a delicious gluten-free breakfast."
Jalapeno Poppers,https://www.skinnytaste.com/wp-content/uploads/2011/01/Skinny-Baked-Jalapeno-Poppers-4-260x390.jpg,"['Low Carb', 'Vegetarian Meals']",1,52,4,3.5,2.5,35 mins,4.93,13,2352,"With football season approaching, these lightened-up, baked Jalapeno Poppers will make the perfect party appetizer."
Jalapeno Popper “Nachos”,https://www.skinnytaste.com/wp-content/uploads/2019/01/Jalapeno-Popper-Nachos-7-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb']",3,111,10,3,6.5,45 mins,4.93,13,12941,"Jalapeno Poppers meet nachos in this fun, low-carb twist of two classic appetizers, perfect for sharing!"
Pepperoni Pizza Bites,https://www.skinnytaste.com/wp-content/uploads/2022/01/Pepperoni-Pizza-Bites-8-260x390.jpg,['Kid Friendly'],7,286,18,31,9.5,40 mins,4.80,40,13628,"Pepperoni Pizza Bites are like those frozen mini bagel pizzas, only made from scratch in a muffin tin using my Greek yogurt bagel dough."
Crustless Potato Jalapeño Quiche,https://www.skinnytaste.com/wp-content/uploads/2022/01/Potato-Jalapeño-Pepper-Jack-Crustless-Quiche-6-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",5,207,11.5,12,12.5,1 hr,4.92,34,4033,"This Tex-Mex-inspired Crustless Potato Jalapeño Quiche is filled with potatoes, onions, jalapeños, and cheddar cheese and seasoned with chili powder, cumin, and paprika."
Perfect Baked Potato,https://www.skinnytaste.com/wp-content/uploads/2022/01/Perfect-Baked-Potato-8-1-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Vegetarian Meals']",4,157,4,36,0.5,1 hr,5,10,3694,"A perfect baked potato is simple to prepare in the oven, with crispy skin and a fluffy interiors. This basic recipe for how to bake a potato is foolproof."
Pollo Guisado (Latin Chicken Stew with Olives),https://www.skinnytaste.com/wp-content/uploads/2022/01/Latin-Chicken-Stew-with-Olives-8-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb']",5,344,49,7,12,1 hr 15 mins,4.99,74,11081,"Pollo Guisado or Latin Chicken Stew is a hearty braised chicken stew popular in Caribbean, Central and South American cuisines, with loads of flavor and so easy to make! "
Chicken Piccata (Skillet or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2010/05/Chicken-Piccata-8-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Under 30 Minutes']",4,262,30,11.5,9.5,20 mins,4.86,35,14474,"Chicken Piccata is an Italian chicken dish served in a lemon, wine, butter sauce with capers and parsley."
Colombian Chicken Sancocho (Sancocho de Pollo),https://www.skinnytaste.com/wp-content/uploads/2008/11/chicken-sancocho-10-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly']",10,405,34,41,8,1 hr 15 mins,4.88,32,3210,"Sancocho de Pollo, a hearty soup almost like a stew, is a traditional dish in the Antioquia region of Colombia that combines potatoes, yuca, corn, plantains, and chicken."
Mushroom-Spinach Scrambled Eggs,https://www.skinnytaste.com/wp-content/uploads/2022/01/Mushroom-Spinach-Scrambled-Eggs-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,271,21.5,10,17,15 mins,4.90,28,23302,"Mushroom-Spinach Scrambled Eggs is one of my go-to recipes for a quick high-protein, low-carb breakfast."
Asian Salmon Bowl,https://www.skinnytaste.com/wp-content/uploads/2015/01/SalmonBowl-0013-s-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",7,395,27,31,17,20 mins,4.88,24,4889,"These Asian Salmon Bowls are my new addiction!! Served over brown rice and topped with cucumbers, avocado and sprouts and drizzled with a soy-wasabi vinaigrette – SO good!"
Tuna Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2021/11/Tuna-Egg-Salad-2-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes', 'Whole30 Recipes']",3,316,30,4,20,15 mins,4.94,33,12484,Tuna Egg Salad is my go-to high-protein lunch when I need something quick – it takes about 15 minutes to make and can be meal prepped ahead.
Spaghetti Squash Crust Pizza,https://www.skinnytaste.com/wp-content/uploads/2022/01/Spaghetti-Squash-Pizza-Crust-9-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Vegetarian Meals']",9,303,28,18,17,1 hr,4.96,22,4985,This plant based Spaghetti Squash Crust Pizza is the only way I can get my husband to eat spaghetti squash – it’s that delicious!
Taco Salad (Perfect for Meal Prep),https://www.skinnytaste.com/wp-content/uploads/2018/12/Taco-Salad-1-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes']",9,313,28.5,13,17.5,30 mins,4.98,46,34638,This delicious Taco Salad is perfect for a low-carb dinner or to meal prep for make-ahead for lunch for the week!
Top 25 Most Popular Skinnytaste Recipes of 2021,https://www.skinnytaste.com/wp-content/uploads/2021/12/TOP-2021-260x390.jpg,[],,,,,,,0,0,15312,
Healthy 3-Ingredient Banana Oatmeal Cookies,https://www.skinnytaste.com/wp-content/uploads/2013/02/Healthy-Cookies-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,93,2,15,3.5,25 mins,4.66,110,22640,"These Healthy Banana Oatmeal Cookies are made with just three ingredients! Mashed ripe bananas, oatmeal and walnuts. SO GOOD!"
"Black-Eyed Peas with Leftover Ham, Collard Greens and Cabbage",https://www.skinnytaste.com/wp-content/uploads/2021/12/Black-Eyed-Peas-with-Leftover-Ham-Bone-Collard-Greens-and-Cabbage-7-260x390.jpg,['Dairy Free'],2,320,19,50,6,1 hr 10 mins,5,17,2999,"Black-Eyed Peas with Leftover Ham, Collard Greens & Cabbage is a great stew to ring in the new year!!"
Sausage and Broccoli Rabe Egg Rolls (Air Fryer or Oven),https://www.skinnytaste.com/wp-content/uploads/2021/12/Sausage-and-Broccoli-Rabe-Egg-Rolls-1-4-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Under 30 Minutes']",2,136,10,15,3.5,45 mins,4.67,3,1912,These Italian inspired Chicken Sausage and Broccoli Rabe Egg Rolls make a delicious appetizer for the holidays!
Chilled Calamari Salad with Lemon and Parsley,https://www.skinnytaste.com/wp-content/uploads/2011/06/Chilled-Calamari-Salad-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",2,122,18,8,2,15 mins,5,11,2456,"A light refreshing calamari salad made with squid, fresh lemon, celery, red onion, roasted peppers, garlic and parsley."
Drunken Mussels,https://www.skinnytaste.com/wp-content/uploads/2021/12/Drunken-Mussels-7-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",4,307,29,11,12,25 mins,5,4,2125,"These Drunken Mussels cook in a quick and easy, garlicky white wine-broth sauce with anchovies for ultimate flavor."
Baked Oatmeal with Blueberries and Bananas,https://www.skinnytaste.com/wp-content/uploads/2012/01/Baked-Oatmeal-with-Blueberries-and-Bananas-8-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",6,211,5.5,38,5.5,45 mins,4.74,226,61969,"This is the BEST Baked Oatmeal with Blueberries and Bananas. It's perfect to serve guests for brunch, or make it ahead for the week for easy meal prep, as leftovers taste just as good reheated."
Scallops over Wilted Spinach Parmesan Risotto,https://www.skinnytaste.com/wp-content/uploads/2009/05/Scallops-Over-Wilted-Spinach-Parmesan-Risotto_1-3-260x390.jpg,['Gluten Free'],12,481,23.5,16,17,40 mins,4.90,69,23978,Scallops over Wilted Spinach Parmesan Risotto
Paprika Smashed Potatoes,https://www.skinnytaste.com/wp-content/uploads/2021/11/Paprika-Smashed-Potatoes-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals', 'Whole30 Recipes']",2,135,2.5,20.5,5,45 mins,5,26,7382,"These smashed potatoes, seasoned with paprika, garlic powder, and black pepper, are tender on the inside and crisp on the outside – a delicious side dish for any meal. "
Garlic Shrimp,https://www.skinnytaste.com/wp-content/uploads/2010/01/Garlic-Shrimp-4-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Whole30 Recipes']",2,154,20,3,6.5,10 mins,4.94,16,5524,"This simple Garlic Shrimp recipe, inspired by the flavors of Spain takes just minutes to make and it's so flavorful, a weeknight dinner win! "
Spaghetti Squash Sausage Lasagna Boats,https://www.skinnytaste.com/wp-content/uploads/2015/12/Spaghetti-Squash-Sausage-Lasagna-Boats-6-260x390.jpg,"['Gluten Free', 'Low Carb']",8,246,17,17,13,1 hr 30 mins,4.78,18,11068,"These easy Spaghetti Squash Lasagna Boats are filled with everything I love on my lasagna – chicken sausage, tomato sauce, ricotta, parmesan, and mozzarella cheese."
Waffled Vegetable Latkes,https://www.skinnytaste.com/wp-content/uploads/2017/12/Veggie-Latkes-1-12-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,205,9,35,4,30 mins,4.75,27,16268,"These veggie-packed latkes, are not your traditional latkes, they’re made with shredded potatoes, carrots, zucchini and bell pepper, and they are cooked in a waffle iron so there’s no need to fry! Top them with sour cream, lox and capers or with apple sauce on the side."
Skinnytaste Air Fryer Dinners Cookbook: Free Bonus Pack 3 Exclusive Recipes,https://www.skinnytaste.com/wp-content/uploads/2021/11/Screen-Shot-2021-11-28-at-10.52.38-AM-260x390.png,['Air Fryer Recipes'],,,,,,,0,0,550,
Leftover Turkey Harvest Cobb Salad,https://www.skinnytaste.com/wp-content/uploads/2016/11/Leftover-Turkey-Harvest-Cobb-Salad-260x390.jpg,"['Gluten Free', 'Under 30 Minutes']",11,466,28,37,26,30 mins,5,5,6207,Did you eat too much stuffing and pumpkin pie this Thanksgiving? Here's a wonderful way to use up any of that leftover turkey if you're looking for a meal that will be filling yet light.
Herb and Salt-Rubbed Dry Brine Turkey,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",0,225,45.5,,3.5,4 d 4 hrs,4.96,25,4001,"This Herb and Salt-Rubbed Dry Brined Turkey comes out so moist and flavorful, with crispy golden skin and juicy tender meat."
"Baked Pumpkin Pasta with Pancetta, Gruyere, Kale, and White Beans",https://www.skinnytaste.com/wp-content/uploads/2021/11/Pumpkin-Pasta-with-Kale-12-260x390.jpg,['Gluten Free'],10,473,25.5,66.5,13.5,1 hr 15 mins,3.93,14,2728,"This Baked Pumpkin Pasta is made with pancetta, kale, and white beans and topped with gruyere and panko crumbs. "
"Mom’s Stuffing, Lightened Up",https://www.skinnytaste.com/wp-content/uploads/2010/11/Mom_s-Stuffing-Lightened-Up-6-260x390.jpg,[],4,161,7,23,5,1 hr 30 mins,5,11,1766,"My Mom makes the BEST stuffing, it's the one thing I crave every Thanksgiving! This recipe has been remade like Mom's, only just a bit healthier!"
Makeover Spinach Gratin,https://www.skinnytaste.com/wp-content/uploads/2017/11/Makeover-Spinach-Gratin-10-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Vegetarian Meals']",4,111,7.7,9.2,5.5,50 mins,4.94,15,14586,Creamy spinach with a hint of nutmeg is baked in the oven topped with melted cheese for a decadent Holiday side dish. 
Roasted Green Beans with Caramelized Onions,https://www.skinnytaste.com/wp-content/uploads/2021/11/Green-Beans-with-Caramelized-Onions-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Vegetarian Meals', 'Whole30 Recipes']",1,102,3.5,19,2.5,55 mins,4.86,14,21017,"This simple side dish of Roasted Green Beans with Caramelized Onions pair wonderfully with Thanksgiving turkey, or can be made anytime of the year!"
Turkey Pot Pie with Sweet Potato Topping,https://www.skinnytaste.com/wp-content/uploads/2021/11/Turkey-Mashed-Potato-Pot-Pie-9-260x390.jpg,"['Gluten Free', 'Kid Friendly']",5,337,37.5,33,6.5,1 hr 20 mins,4.95,19,5702,This Turkey Mashed Sweet Potato Pot Pie screams comfort food! A delicious way to use up your Thanksgiving leftovers.
Shredded Brussels Sprouts with Pancetta,https://www.skinnytaste.com/wp-content/uploads/2011/11/shredded-brussels-sprouts-with-pancetta-1-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes']",2,87,3.5,9.5,4,20 mins,4.97,26,29180,"Sautéed Brussels Sprouts with Pancetta is the best Brussel sprout recipe! Lightly pan fried until crisp and slightly browned on the edges, it's my favorite way to cook and eat them!"
Chicken and Broccoli Noodle Casserole,https://www.skinnytaste.com/wp-content/uploads/2012/02/Chicken-and-Broccoli-Noodle-Casserole-8-260x390.jpg,['Kid Friendly'],8,313,27,31,10,50 mins,4.71,93,47535,"Chicken and Broccoli Noodle Casserole is sure to be a family crowd pleasure for weeknight dinner, even those with picky palates."
Baked Brie Phyllo Tarts with Craisins and Walnuts,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baked-Brie-Phyllo-Cups-with-Craisins-and-Walnuts-7-260x390.jpg,"['Under 30 Minutes', 'Vegetarian Meals']",2,60,2,6.5,3,15 mins,5,18,14234,"Easy, 5 ingredient Baked Brie Phyllo Cups topped with craisins, walnuts and honey. Delicious bite-sized appetizers, perfect for the Holidays!"
Peanut Butter and Jelly Smoothie,https://www.skinnytaste.com/wp-content/uploads/2013/11/PB-2B-J-Smoothie-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",7,222,6,29,11,5 mins,5,19,2539,"This delicious Peanut Butter and Jelly Smoothie is made with strawberries, blueberries, peanut butter and almond milk – and it's my favorite smoothie to order when I'm in my gym."
Arugula Salmon Salad with Capers and Shaved Parmesan,https://www.skinnytaste.com/wp-content/uploads/2012/05/Arugula-Salmon-Salad-with-Capers-and-Shaved-Parmesan-260x377.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes']",2,288,32.5,2,16,15 mins,5,13,10032,"Whenever I make salmon for dinner, I usually cook an extra piece for lunch just to make this arugula salmon salad with capers and shaved Parmesan – loaded with good fats and omegas!"
Chicken Cassoulet with Sausage and Swiss Chard,https://www.skinnytaste.com/wp-content/uploads/2021/11/Chicken-Sausage-Swiss-Chard-Cassoulet-6-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free']",8,417,34,45.5,10.5,1 hr 30 mins,4.86,34,9688,Chicken Cassoulet with Sausage and Swiss Chard is a hearty meat and white bean stew made lighter than the classic.
"Quick Beef Chili Recipe (Stove, Slow Cooker or Instant Pot)",https://www.skinnytaste.com/wp-content/uploads/2017/10/Instant-Pot-Beef-and-Beer-Chili-1-10-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Pressure Cooker Recipes', 'Slow Cooker Recipes', 'Under 30 Minutes']",5,312,31.5,22.5,7,40 mins,4.88,74,17543,"My go-to quick beef chili recipe made with beans, tomatoes, chili spices and beer. "
Roasted Acorn Squash with Brown Sugar,https://www.skinnytaste.com/wp-content/uploads/2017/10/Roasted-Acorn-Squash-with-Brown-Sugar-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Vegetarian Meals']",7,143,1.5,34.5,2.5,1 hr 5 mins,5,7,2860,"Roasted acorn squash with brown sugar, butter and cinnamon is a perfect fall side dish or great Thanksgiving side and so easy to prepare."
Drunken Style Noodles with Shrimp,https://www.skinnytaste.com/wp-content/uploads/2021/10/Drunken-Style-Noodles-with-Shrimp-9-260x390.jpg,"['Dairy Free', 'Gluten Free']",9,487,35,59.5,11,50 mins,4.88,63,24412,"Drunken Style Noodles with Shrimp recipe inspired by the popular Thai street food pad kee mao, or “drunken noodles.”"
Turkey Cutlets with Parmesan Crust,https://www.skinnytaste.com/wp-content/uploads/2015/11/Turkey-Cutlets-with-Parmesan-Crust-8-260x390.jpg,"['Kid Friendly', 'Under 30 Minutes']",3,196,29,7,6,25 mins,5,45,8593,"These Turkey Cutlets with Parmesan Crust, pan-fried or air-fried, are a quick weeknight dish the whole family will love! "
Huevos Rancheros,https://www.skinnytaste.com/wp-content/uploads/2013/04/Huevos-Rancheros-6-260x390.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",5,414,22.5,42,18.5,15 mins,5,5,5700,"Huevos rancheros (or rancher’s eggs) are a typical breakfast served at Mexican farms, featuring corn tortillas topped with fried eggs and salsa."
Butternut Squash Ravioli with Sage Butter,https://www.skinnytaste.com/wp-content/uploads/2021/10/Butternut-Squash-Ravioli-with-Sage-Butter-9-260x390.jpg,['Vegetarian Meals'],9,355,11.5,46.5,14.5,1 hr,4.79,19,5318,An easy butternut squash ravioli recipe made with wonton wrappers – the perfect shortcut instead of making your own pasta. 
Easy Black Bean Vegetarian Chili with Spiced Yogurt,https://www.skinnytaste.com/wp-content/uploads/2021/09/Easy-Black-Bean-Vegetarian-Chili-20-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,264,14.5,44.5,4.5,25 mins,4.96,24,5863,This Easy Black Bean Vegetarian Chili topped with Spiced Yogurt takes about 20 minutes to cook but tastes like it simmered for hours.
Air Fryer Chicken Milanese with Mediterranean Salad,https://www.skinnytaste.com/wp-content/uploads/2021/09/Air-Fryer-Chicken-Milanese-8-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Under 30 Minutes']",10,562,63,28.5,21,30 mins,5,20,12003,"This crispy Air Fryer Breaded Chicken Breast is topped with a Mediterranean Salad of tomatoes, red onion, romaine lettuce, and grated Feta cheese – so good!"
Salisbury Steak with Mushroom Gravy,https://www.skinnytaste.com/wp-content/uploads/2012/01/Skinny-Salisbury-Steak-with-Mushrooms-6-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",6,247,27,10.5,11,55 mins,4.80,100,29815,"This classic Salisbury Steak recipe is lightened up, smothered in mushroom gravy and ready in under 30 minutes!"
